artist,title,mood,genre,album,tempo,energy,acousticness,danceability
"""Elena Of Avalor"" Cast",My Time,fear,indie,Elena of Avalor (Original Soundtrack),0.5088757396,55,64,69
"""Elena Of Avalor"" Cast",Let Love Light the Way,joy,indie,Disney Junior Music: Elena of Avalor - A Royal Celebration,0.4674556213,80,60,73
"""Weird Al"" Yankovic",Tacky,anger,hard rock,Mandatory Fun,0.7633136095,76,30,73
"""Weird Al"" Yankovic",Yoda,anger,hard rock,"The Essential ""Weird Al"" Yankovic",0.7633136095,86,4,57
"""Weird Al"" Yankovic",Eat It,anger,hard rock,"The Essential ""Weird Al"" Yankovic",0.6863905325,81,9,77
"""Weird Al"" Yankovic",Headline News,anger,hard rock,"Greatest Hits, Vol. 2",0.3786982249,52,33,68
"""Weird Al"" Yankovic",NOW Thats What I Call Polka,anger,hard rock,Mandatory Fun,0.7396449704,73,16,50
"""Weird Al"" Yankovic",Virus Alert,anger,hard rock,Straight Outta Lynwood,0.7869822485,70,10,65
"""Weird Al"" Yankovic",First World Problems,anger,hard rock,Mandatory Fun,0.6390532544,89,4,52
"""Weird Al"" Yankovic",Dont Download This Song,anger,hard rock,Straight Outta Lynwood,0.2603550296,38,54,55
"""Weird Al"" Yankovic",Ill Sue Ya,anger,hard rock,Straight Outta Lynwood,0.8698224852,77,9,65
"""Weird Al"" Yankovic",Perform This Way,anger,hard rock,Alpocalypse,0.5562130178,67,2,80
"""Weird Al"" Yankovic",My Own Eyes,anger,hard rock,Mandatory Fun,0.2544378698,90,0,40
"""Weird Al"" Yankovic",A Complicated Song,anger,hard rock,Poodle Hat,0.3017751479,49,14,74
"""Weird Al"" Yankovic",My Babys in Love with Eddie Vedder,anger,hard rock,Running With Scissors,0.8698224852,80,12,63
"""Weird Al"" Yankovic",Grapefruit Diet,anger,hard rock,Running With Scissors,0.3786982249,51,8,74
"""Weird Al"" Yankovic",Party At the Leper Colony,anger,hard rock,Poodle Hat,0.8816568047,51,1,60
"""Weird Al"" Yankovic",Stop Dragging My Car Around,anger,hard rock,Polkamania!,0.7218934911,82,13,52
"""Weird Al"" Yankovic",Stop Draggin' My Car Around,anger,hard rock,"""Weird Al"" Yankovic",0.5443786982,69,27,69
"""Weird Al"" Yankovic",Don't Download This Song,anger,hard rock,Straight Outta Lynwood,0.2603550296,38,54,55
"""Weird Al"" Yankovic",I'll Sue Ya,anger,hard rock,Straight Outta Lynwood,0.8698224852,77,9,65
"""Weird Al"" Yankovic",My Baby's In Love With Eddie Vedder,anger,hard rock,Running With Scissors,0.8698224852,80,12,63
"""Weird Al"" Yankovic",Party At The Leper Colony,anger,hard rock,Poodle Hat,0.8816568047,51,1,60
"""Weird Al"" Yankovic",The Saga Begins,anger,hard rock,Running With Scissors,0.6686390533,43,33,49
$tupid Young,Cuz Walk,anger,hard rock,Cuz Walk,0.3786982249,45,4,93
$tupid Young,Wit Me,anger,hard rock,True Story II,0.4082840237,64,14,76
$tupid Young,Never By My Lonely,anger,hard rock,True Story II,0.3727810651,64,25,71
$tupid Young,Stupid Freestyle,anger,hard rock,From Here On Out,0.5207100592,50,28,94
$tupid Young,I Remember,anger,hard rock,One of One,0.3668639053,38,81,92
$tupid Young,Own Way,anger,hard rock,True Story,0.3786982249,57,34,74
$tupid Young,Fresh Off the Blocc,anger,hard rock,One of One,0.3964497041,56,14,88
'68,Bad Bite,anger,hard rock,Give One Take One,0.8106508876,98,0,56
...And You Will Know Us by the Trail of Dead,Will You Smile Again?,sadness,indie,Worlds Apart,0.426035503,58,1,50
...And You Will Know Us by the Trail of Dead,Another Morning Stoner,love,indie,Source Tags & Codes (Deluxe),0.6686390533,86,1,24
...And You Will Know Us by the Trail of Dead,How Near How Far,sadness,indie,Source Tags & Codes,0.6923076923,94,0,16
...And You Will Know Us by the Trail of Dead,Worlds Apart,anger,hard rock,Worlds Apart,0.426035503,58,1,50
...And You Will Know Us by the Trail of Dead,It Was There That I Saw You,joy,indie,Source Tags & Codes,0.5562130178,76,2,21
...And You Will Know Us by the Trail of Dead,Let It Dive,sadness,indie,Worlds Apart,0.7041420118,62,0,19
...And You Will Know Us by the Trail of Dead,Source Tags  Codes,sadness,indie,Source Tags & Codes (Deluxe),0.2603550296,27,72,30
...And You Will Know Us by the Trail of Dead,Relative Ways,joy,indie,Source Tags & Codes,0.5621301775,88,0,43
...And You Will Know Us by the Trail of Dead,Mistakes  Regrets,sadness,indie,Madonna,0.7396449704,98,0,29
...And You Will Know Us by the Trail of Dead,Dont Look Down,sadness,indie,X: The Godless Void and Other Stories,0.3313609467,90,0,31
...And You Will Know Us by the Trail of Dead,Baudelaire,anger,hard rock,Source Tags & Codes (Deluxe),0.7810650888,96,0,22
...And You Will Know Us by the Trail of Dead,Isis Unveiled,joy,indie,The Century of Self,0.2130177515,78,0,19
...And You Will Know Us by the Trail of Dead,Heart in the Hand of the Matter,sadness,indie,Source Tags & Codes (Deluxe),0.7041420118,92,0,22
...And You Will Know Us by the Trail of Dead,Days of Being Wild,sadness,indie,Source Tags & Codes (Deluxe),0.4201183432,96,0,20
...And You Will Know Us by the Trail of Dead,A Perfect Teenhood,joy,indie,Madonna,0.2603550296,97,0,10
...And You Will Know Us by the Trail of Dead,The Rest Will Follow,anger,hard rock,Worlds Apart,0.9171597633,87,0,19
10 Years,Vampires,anger,hard rock,(how to live) AS GHOSTS [Deluxe Edition],0.7633136095,93,0,40
1000mods,So Many Days,anger,hard rock,Youth of Dissent,0.6863905325,75,0,44
10cc,Clockwork Creep,anger,hard rock,Sheet Music,0.7337278107,74,47,66
10cc,Blackmail,anger,hard rock,The Original Soundtrack,0.449704142,79,14,45
10cc,The Sacro-Iliac,anger,hard rock,King Biscuit Flower Hour 1975 (live),0.2544378698,71,56,54
11 Acorn Lane,Lets Face It Im Cute,joy,electronic,Time for Tea,0.4556213018,82,2,84
11 Acorn Lane,Spend My Time With You Electro Swing Remix,sadness,electronic,Time for Tea,0.5266272189,88,10,86
11 Acorn Lane,Perfect,joy,electronic,Time for Tea,0.5266272189,91,60,85
11 Acorn Lane,Perfect Electro Swing Remix,joy,electronic,Ladies Night,0.5562130178,87,3,79
1200 Micrograms,Mescaline,anger,electronic,1200 Micrograms,0.6923076923,96,5,66
1200 Micrograms,Acid For Nothing,joy,electronic,Heroes of The Imagination,0.6804733728,95,0,58
1200 Micrograms,LSD,joy,electronic,1200 Micrograms,0.674556213,92,0,53
13th Floor Elevators,You Dont Know,anger,hard rock,The Psychedelic Sounds of the 13th Floor Elevators - 2008 Remaster,0.5443786982,77,50,34
20/20,Yellow Pills,anger,hard rock,20/20,0.6094674556,54,0,46
2015 Starz,Ring Ring,anger,hard rock,Worth It - Ringtone Tribute to Fifth Harmony And Kid Ink,0.4082840237,46,0,90
20th Boys,Oi @Stormzy  Sit Back Down,anger,hard rock,Sit Down,0.4615384615,53,45,87
22-Pistepirkko,Onion Soup,joy,rock,Eleven,0.3786982249,93,1,60
2WEI,Survivor,joy,electronic,Sequels,0.6035502959,54,10,35
2WEI,Toxic,anger,electronic,Sequels,0.5266272189,63,18,37
2WEI,Crazy,joy,electronic,Sequels,0.7633136095,46,12,31
3 Doors Down,So I Need You,anger,hard rock,The Better Life,0.674556213,91,0,46
3 Doors Down,Right Where I Belong,anger,hard rock,Seventeen Days,0.8106508876,97,0,35
3 Pill Morning,I Want That For You,anger,hard rock,Black Tie Love Affair,0.3668639053,90,0,49
311,All Mixed Up,anger,hard rock,311,0.3609467456,70,1,76
311,Homebrew,anger,hard rock,Grassroots,0.4201183432,90,1,66
311,Large in the Margin,anger,hard rock,Soundsystem,0.3964497041,91,2,68
311,Flowing,anger,hard rock,Greatest Hits '93 - '03,0.5621301775,95,0,53
311,Space and Time,anger,hard rock,Voyager,0.9053254438,92,10,48
311,Offbeat Bare Ass,anger,hard rock,Grassroots,0.9112426036,88,2,59
311,Galaxy,anger,hard rock,Transistor,0.8402366864,85,4,39
311,Inner Light Spectrum,anger,hard rock,Transistor,0.5857988166,49,20,73
311,I Told Myself,anger,hard rock,From Chaos,0.5384615385,89,0,65
311,DLMD,anger,hard rock,311,0.3727810651,80,0,61
311,What The?,anger,hard rock,Voyager,0.3609467456,92,0,63
311,Full Ride,anger,hard rock,From Chaos,0.8106508876,81,0,36
311,What Was I Thinking,anger,hard rock,Transistor,0.4378698225,80,0,64
311,Salsa,anger,hard rock,Grassroots,0.3431952663,89,2,65
311,Unity,anger,hard rock,Music,0.6686390533,95,0,51
5 Seconds of Summer,Teeth,anger,hard rock,CALM,0.6390532544,45,4,74
5 Seconds of Summer,Babylon,anger,hard rock,Youngblood (Deluxe),0.3668639053,88,0,52
5 Seconds of Summer,English Love Affair,anger,hard rock,5 Seconds Of Summer,0.7041420118,86,1,53
5 Seconds of Summer,Shes Kinda Hot Alternative Version,anger,hard rock,She's Kinda Hot,0.5680473373,94,1,72
5 Seconds of Summer,All I Need,anger,hard rock,5 Seconds Of Summer,0.4201183432,50,3,59
5 Seconds of Summer,Teeth Live From The Vault,anger,hard rock,Teeth (Live From The Vault),0.6390532544,63,0,68
53 Thieves,Heights,fear,indie,latitudes,0.8698224852,46,84,53
53 Thieves,Lockdown,sadness,indie,lockdown,0.3431952663,40,21,75
54-40,One Day In Your Life,joy,indie,Show Me,0.6094674556,55,16,66
54-40,I Go Blind,joy,indie,54.40,0.5207100592,64,29,67
54-40,Ocean Pearl,joy,indie,Smilin' Buddha Cabaret,0.4852071006,81,0,66
58,Song to Slit Your Wrists By,anger,hard rock,Diet for a New America,0.5621301775,98,0,59
7 Seconds,Were Gonna Fight,anger,hard rock,"Walk Together, Rock Together",0.349112426,83,6,47
7 Seconds,Walk Together Rock Together,anger,hard rock,"Walk Together, Rock Together",0.3846153846,82,1,27
7 Seconds,Heres Your Warning,anger,hard rock,The Crew (TRUST Edition),0.3964497041,98,3,46
707,I Could Be Good For You,sadness,rock,707,0.5621301775,71,6,67
757 BA,Dirty Stick,anger,hard rock,THE BAD ONE,0.6804733728,63,3,73
78 Saab,No Illusions,sadness,rock,Crossed Lines,0.6686390533,57,1,35
7: AMP,News Clip,joy,indie,BLEAUPRO,0.8639053254,81,80,25
7: AMP,White Horse,love,indie,BLEAUPRO,0.4023668639,92,54,68
7: AMP,Demon FIST,sadness,indie,BLEAUPRO,0.4615384615,88,94,52
7: AMP,Issa F77Lin,joy,indie,BLEAUPRO,0.6863905325,94,46,60
8stops7,Question Everything,anger,hard rock,In Moderation,0.8224852071,90,0,33
@Peace,Still Fly Remix,anger,hard rock,@Peace,0.3846153846,64,22,79
@Peace,Ya Cant Go Home,anger,hard rock,@Peace,0.3609467456,59,52,79
@Peace,Where Ya At,anger,hard rock,@Peace,0.3846153846,64,22,79
@Peace,Homesick,anger,hard rock,@Peace,0.3609467456,59,52,79
@Peace,Skyscraper,anger,hard rock,@Peace,0.3846153846,64,22,79
@Peace,The Most Interesting Man in the World Skit 3,anger,hard rock,@Peace,0.3846153846,64,22,79
A Day To Remember,All Signs Point to Lauderdale,anger,hard rock,What Separates Me From You,0.7041420118,98,0,42
A Day To Remember,Im Already Gone,anger,hard rock,Common Courtesy,0.4556213018,49,43,52
A Day To Remember,Brick Wall,anger,hard rock,You're Welcome,0.2721893491,96,0,18
A Day To Remember,Sticks  Bricks,anger,hard rock,What Separates Me From You,0.6449704142,98,0,46
A Day To Remember,F.Y.M.,anger,hard rock,What Separates Me From You,0.7633136095,98,0,35
A Day To Remember,City of Ocala,anger,hard rock,Common Courtesy,0.6213017751,99,0,44
A Day To Remember,Right Where You Want Me to Be,anger,hard rock,Attack Of The Killer B-Sides,0.8224852071,95,0,32
A Day To Remember,Nineteen Fifty Eight,anger,hard rock,Old Record,0.2899408284,97,0,20
A Giant Dog,Fake Plastic Trees,anger,hard rock,Toy,0.6213017751,73,2,55
A Giant Dog,Get Away,anger,hard rock,Toy,0.573964497,82,23,57
A Great Big World,I Want a Hippopotamus for Christmas,joy,indie,I'll Be Home For Christmas,0.7633136095,82,15,54
A Great Big World,You,anger,hard rock,You,0.3076923077,31,88,50
A Great Big World,Everyone is Gay,joy,indie,Is There Anybody Out There?,0.6982248521,81,4,53
A Great Big World,Rockstar,joy,indie,Is There Anybody Out There? - Track by Track Commentary,0.6331360947,76,8,66
A Great Big World,I Dont Wanna Love Somebody Else,sadness,indie,Is There Anybody Out There? - Track by Track Commentary,0.5680473373,22,85,50
A Great Big World,Younger,joy,indie,Younger,0.4556213018,71,6,69
A Great Big World,Already Home,fear,indie,Is There Anybody Out There?,0.3076923077,40,31,60
A Great Big World,Kaleidoscope,joy,indie,When the Morning Comes,0.4556213018,91,2,71
A Great Big World,Come On,joy,indie,When the Morning Comes,0.3964497041,71,3,56
A Great Big World,Where Does The Time Go,sadness,indie,When the Morning Comes,0.7514792899,18,86,57
A Great Big World,This Is The New Year,joy,indie,Is There Anybody Out There?,0.2721893491,87,1,46
A Great Big World,Oasis,sadness,indie,When the Morning Comes,0.6094674556,70,2,58
A Great Big World,Youll Be Okay,joy,indie,Is There Anybody Out There?,0.8698224852,40,29,48
A Great Big World,Life Is Good,joy,indie,Life Is Good,0.6035502959,80,3,80
A Great Big World,Land of Opportunity,joy,indie,Is There Anybody Out There?,0.3905325444,76,12,70
A Great Big World,End Of The World,love,indie,When the Morning Comes,0.8816568047,72,7,54
A Great Big World,All I Want Is Love,sadness,indie,When the Morning Comes,0.4142011834,80,6,71
A Great Big World,One Step Ahead,sadness,indie,When the Morning Comes,0.2958579882,31,33,54
A Great Big World,Cheer Up,joy,indie,Is There Anybody Out There?,0.1834319527,17,88,58
A Great Big World,Boys In The Street,joy,indie,Particles,0.5443786982,45,23,73
A Great Big World,Wont Stop Running,joy,indie,When the Morning Comes,0.6804733728,54,7,64
A Great Big World,I Really Want It,joy,indie,Is There Anybody Out There?,0.6035502959,82,28,77
A Great Big World,Mama,fear,indie,Particles,0.5976331361,31,34,45
A Great Big World,Shorty Dont Wait,joy,indie,Is There Anybody Out There?,0.6213017751,37,77,68
A Great Big World,When I Was a Boy,joy,indie,When I Was a Boy,0.7041420118,79,0,38
A Great Big World,There is an Answer,sadness,indie,Is There Anybody Out There?,0.4615384615,78,1,59
A Great Big World,When The Morning Comes,joy,indie,When the Morning Comes,0.4556213018,91,2,71
A Great Big World,Save Me From Myself,sadness,indie,Particles,0.6449704142,36,28,59
A Great Big World,Dive Into Yesterday,joy,indie,When the Morning Comes,0.4556213018,91,2,71
A Lost People,Big Booty Bitches,anger,hard rock,Big Booty Bitches - Single,0.550295858,47,2,94
A Magnetic Dru,Golden Child - Breathe English Translation,joy,indie,Ice Cream,0.6568047337,43,1,74
A Perfect Circle,The Contrarian,anger,hard rock,Eat The Elephant,0.5266272189,68,3,49
A Perfect Circle,Delicious,anger,hard rock,Eat The Elephant,0.6923076923,83,0,24
A R I Z O N A,Let Me Touch Your Fire,anger,hard rock,Let Me Touch Your Fire,0.7514792899,51,46,70
A R I Z O N A,Find Someone,anger,hard rock,ASYLUM,0.550295858,68,3,79
A R I Z O N A,Where I Wanna Be,anger,hard rock,GALLERY,0.5088757396,80,9,68
A Si,Give Up,anger,hard rock,预谋邂逅,0.6449704142,51,30,77
A Sunny Day In Glasgow,In Love With Useless,joy,indie,Sea When Absent,0.6094674556,83,0,36
A Wilhelm Scream,Born a Wise Man,anger,hard rock,Partycrasher,0.4201183432,98,0,34
A Wilhelm Scream,Hairy Scarecrow,anger,hard rock,Partycrasher,0.8284023669,99,0,22
A$Ton Matthews,Triple HHH,anger,hard rock,Versace Ragz,0.2485207101,76,7,52
A$Ton Matthews,TTG,anger,hard rock,Aston 3:16,0.6153846154,61,2,68
A$Ton Matthews,Hell in a Cell,anger,hard rock,Versace Ragz,0.6094674556,65,1,56
A-Bomb,I.E,anger,hard rock,Lit Fuse II: HRNK (Hottest Rapper Nobody Know),0.3846153846,45,12,61
a-ha,I Call Your Name,anger,hard rock,"East of the Sun, West of the Moon (Deluxe Edition)",0.449704142,76,1,58
A-Reece,How Far,anger,hard rock,Cutaways,0.349112426,81,19,46
A-Reece,Peep,anger,hard rock,Cutaways,0.2958579882,51,19,85
A.B. Original,Report to the Mist,anger,hard rock,Reclaim Australia,0.2603550296,73,5,69
A.M.P.,Dont You Want Me Baby,joy,indie,Party Party,0.5088757396,83,8,74
A1 From The 9,Fendi,anger,hard rock,Fendi,0.5088757396,47,54,94
Aaliyah,Miss You Remix,anger,hard rock,I Care 4 U,0.4674556213,34,66,68
Aaliyah,I Can Be,anger,hard rock,Aaliyah,0.7159763314,81,2,70
Aaliyah,What If,anger,hard rock,Aaliyah,0.6627218935,73,1,55
Aaliyah,Black Beans,anger,hard rock,One In A Million,0.6272189349,42,4,51
Aaliyah,He Keeps Me Shakin,anger,hard rock,Aaliyah,0.3668639053,72,7,64
Aaron Lewis,God and Guns,anger,hard rock,State I'm In,0.6568047337,66,12,61
Aaron Lewis,The Road,anger,hard rock,The Road,0.7633136095,68,16,63
Aaron Smith,Unspoken,joy,indie,Unspoken,0.6627218935,17,96,38
Aaron Smith,Better Than You Loved Me,anger,hard rock,Better Than You Loved Me,0.2544378698,44,24,54
ABBA,Lay All Your Love on Me,anger,hard rock,Super Trouper,0.6035502959,73,12,68
ABBA,No Doubt About It,anger,hard rock,Voyage,0.7041420118,71,20,62
ABBA,Me and I,anger,hard rock,Super Trouper,0.4852071006,78,18,66
ABBA,Sitting in the Palmtree,anger,hard rock,Waterloo,0.4852071006,33,75,86
ABBA,Suzy Hang-Around,anger,hard rock,Waterloo,0.6686390533,58,16,21
ABBA,When I Kissed The Teacher,anger,hard rock,Arrival,0.7278106509,94,52,53
ABBA,Lay All Your Love On Me,anger,hard rock,Super Trouper,0.6035502959,73,12,68
ABBA,Man In The Middle,anger,hard rock,Abba,0.798816568,67,14,65
ABBA,Me And I,anger,hard rock,Super Trouper,0.4852071006,78,18,66
ABBA,Sitting In The Palmtree,anger,hard rock,Waterloo,0.4852071006,33,75,86
Abel Lily,CainAbel,sadness,indie,Timeless,0.6390532544,27,88,65
Abhinov Sharma,If We Ever Stop Talking Send Me a Song,anger,hard rock,"If We Ever Stop Talking, Send Me a Song",0.650887574,18,12,63
Absofacto,Someone Elses Dream,sadness,indie,Someone Else’s Dream,0.3727810651,76,9,55
Absofacto,Light Outside,sadness,indie,Cocoon,0.6449704142,69,2,68
Absofacto,Endless Summer,sadness,indie,Cocoon,0.7041420118,85,1,62
Absofacto,Lemon Drop,joy,indie,Cocoon,0.4556213018,51,9,75
Absofacto,Rewind,surprise,indie,Rewind,0.7869822485,61,22,70
Absofacto,No Power,surprise,indie,Sinking Islands,0.5384615385,80,21,38
Absynthe Minded,Envoi,anger,hard rock,Saved along the way - The best of Absynthe Minded,0.5266272189,65,14,83
AC/DC,Hells Bells,anger,hard rock,Back In Black,0.449704142,87,1,39
AC/DC,BRAiN FREEZE,anger,hard rock,Powerage,0.9112426036,98,0,18
AC/DC,Demon Fire,anger,hard rock,POWER UP,0.7633136095,88,0,52
AC/DC,Shake a Leg,anger,hard rock,Back In Black,0.7159763314,94,2,42
AC/DC,Jailbreak,anger,hard rock,'74 Jailbreak,0.5976331361,84,1,57
AC/DC,Shot Down in Flames,anger,hard rock,Highway to Hell,0.5917159763,86,0,53
AC/DC,Witchs Spell,anger,hard rock,POWER UP,0.5266272189,80,0,62
AC/DC,War Machine,anger,hard rock,Black Ice,0.573964497,72,0,52
AC/DC,Kick You When Youre Down,anger,hard rock,POWER UP,0.4674556213,93,0,68
AC/DC,Stiff Upper Lip,anger,hard rock,Stiff Upper Lip,0.550295858,85,3,59
AC/DC,Yes Sir,anger,hard rock,Live at River Plate,0.2544378698,94,1,34
AC/DC,Code Red,anger,hard rock,POWER UP,0.325443787,73,0,55
AC/DC,Rock N Roll Damnation,anger,hard rock,Powerage,0.6094674556,100,3,52
AC/DC,Big Gun,anger,hard rock,Backtracks,0.6035502959,90,1,57
AC/DC,Wild Reputation,anger,hard rock,POWER UP,0.4556213018,71,0,74
AC/DC,Rocker,anger,hard rock,Dirty Deeds Done Dirt Cheap,0.5147928994,96,20,43
AC/DC,Systems Down,anger,hard rock,POWER UP,0.5029585799,85,0,65
AC/DC,No Mans Land,anger,hard rock,POWER UP,0.3786982249,90,0,49
AC/DC,Black Ice,anger,hard rock,Black Ice,0.5147928994,93,0,55
AC/DC,C.O.D.,anger,hard rock,Dirty Deeds Done Dirt Cheap,0.4437869822,39,51,73
AC/DC,Love at First Feel,anger,hard rock,Dirty Deeds Done Dirt Cheap,0.5443786982,79,1,55
AC/DC,Fly on the Wall,anger,hard rock,Fly On the Wall,0.5680473373,92,0,32
AC/DC,This House Is On Fire,anger,hard rock,Flick of the Switch,0.4911242604,95,0,37
AC/DC,Back in Business,anger,hard rock,Fly On the Wall,0.4556213018,97,1,54
AC/DC,Rock Your Heart Out,anger,hard rock,The Razors Edge,0.7810650888,90,0,44
AC/DC,MONCLER JACKET,anger,hard rock,Powerage,0.9112426036,98,0,18
AC/DC,Crabsody In Blue,anger,hard rock,Backtracks,0.4319526627,66,12,36
AC/DC,Spoilin for a Fight,anger,hard rock,Black Ice,0.5443786982,82,0,58
AC/DC,Stormy May Day,anger,hard rock,Black Ice,0.3786982249,79,0,52
AC/DC,Danger,anger,hard rock,Fly On the Wall,0.2840236686,84,21,58
AC/DC,ALCOHOL  WEED,anger,hard rock,Powerage,0.9112426036,98,0,18
AC/DC,Cant Fit In,anger,hard rock,Powerage,0.9112426036,98,0,18
AC/DC,Damned,anger,hard rock,Stiff Upper Lip,0.3431952663,44,14,52
AC/DC,Satellite Blues,anger,hard rock,Stiff Upper Lip,0.5207100592,70,3,54
AC/DC,Come and Get It,anger,hard rock,Stiff Upper Lip,0.349112426,59,3,51
AC/DC,Bedlam in Belgium,anger,hard rock,Flick of the Switch,0.573964497,81,0,48
AC/DC,TURQUOiSE TORNADO FREESTYLE,anger,hard rock,Powerage,0.9112426036,98,0,18
AC/DC,House of Jazz,anger,hard rock,Stiff Upper Lip,0.325443787,57,2,62
AC/DC,Borrowed Time,anger,hard rock,Backtracks,0.5621301775,94,3,53
AC/DC,The sun - unmixed,anger,hard rock,Who Made Who,0.5562130178,82,0,51
Acid Ghost,Overthinking,anger,hard rock,I Want to Hide My Face & Die,0.5798816568,87,72,61
Acid Ghost,Dilemma,anger,hard rock,Warhol,0.5857988166,91,83,55
Acid Ghost,Drunk Again,anger,hard rock,I Want to Hide My Face & Die,0.1893491124,36,67,72
Acid Ghost,Vulnerable,anger,hard rock,Warhol,0.4911242604,31,93,56
Acid Mammoth,Them,sadness,hard rock,Under Acid Hoof,0.3786982249,86,0,39
Adam Faith,What Do You Want,joy,rock,A's B's & EP's,0.6863905325,37,84,55
Adam Freeland,Mind Killer,fear,electronic,Now & Them,0.8816568047,85,0,50
Adam Hender,Burn,joy,indie,Burn,0.8461538462,65,37,51
Adam Hood,Hell of a fight,sadness,indie,The Shape of Things,0.6213017751,77,12,48
Adam Lambert,Superpower,anger,hard rock,VELVET,0.4319526627,77,5,84
Adam Lambert,There I Said It,anger,hard rock,The Original High (Deluxe Version),0.3905325444,41,40,32
Adam Lambert,Better Than I Know Myself,anger,hard rock,Trespassing (Deluxe Version),0.4615384615,81,3,48
Adam Lambert,Evil in the Night,anger,hard rock,The Original High (Deluxe Version),0.5207100592,92,1,60
Adam Lambert,Comin In Hot,anger,hard rock,VELVET,0.3846153846,60,3,73
Adam Lambert,Loverboy,anger,hard rock,VELVET,0.4674556213,77,1,83
Adam Lambert,Ready to Run,anger,hard rock,VELVET,0.3846153846,70,1,69
Adam Lambert,Cuckoo,anger,hard rock,Trespassing (Deluxe Version),0.5443786982,72,0,67
Adam Lambert,Nirvana,anger,hard rock,Trespassing (Deluxe Version),0.7633136095,82,13,45
Adam Lambert,After Hours,anger,hard rock,The Original High (Deluxe Version),0.5384615385,34,33,87
Adam Torres,Green Mountain Road,love,indie,I Came to Sing the Song,0.449704142,24,91,41
Adam Torres,Hatchet,joy,indie,I Came to Sing the Song,0.3550295858,36,41,50
Addison Rae,I Got It Bad,anger,hard rock,AR,0.4378698225,82,2,66
Adelitas Way,Notorious,anger,hard rock,Notorious,0.4082840237,97,0,53
Adelitas Way,Bad Reputation,anger,hard rock,Getaway,0.5562130178,78,0,56
Adelitas Way,Youre The One,sadness,hard rock,Notorious,0.4674556213,79,1,42
Adelitas Way,Ready for War Pray for Peace,anger,hard rock,Notorious,0.5917159763,91,0,60
Adelitas Way,Tell Me,joy,hard rock,Notorious,0.2781065089,90,0,39
Adelitas Way,This Goes Out to You,sadness,hard rock,Notorious,0.5266272189,55,34,56
Adelitas Way,Vibes,joy,hard rock,Notorious,0.4911242604,82,0,57
Adelitas Way,The Way You Look Tonight,joy,hard rock,The Way You Look Tonight,0.5443786982,62,43,53
Adelitas Way,Dog On A Leash,sadness,hard rock,Stuck,0.7278106509,92,0,47
Adelitas Way,I Want You,anger,hard rock,Notorious,0.6449704142,96,0,40
Adelitas Way,What It Takes,joy,hard rock,Shine On,0.8461538462,88,0,52
Adelitas Way,Trapped,sadness,hard rock,Notorious,0.5562130178,93,0,47
Adelitas Way,Good Die Young,sadness,hard rock,Getaway,0.7278106509,84,0,40
Adelitas Way,All In,joy,hard rock,Shine On,0.8579881657,96,1,43
Adelitas Way,Youre Not the Holy One,anger,hard rock,Notorious,0.4674556213,79,1,42
Adelitas Way,Real World,sadness,hard rock,Notorious,0.6568047337,98,0,36
Adelitas Way,I Get Around,sadness,hard rock,Getaway,0.6153846154,96,0,56
Adelitas Way,Stuck,sadness,hard rock,Stuck,0.4911242604,86,0,53
Adelitas Way,Low,sadness,hard rock,Getaway,0.5443786982,90,0,54
Adla Hannon,Letter P,anger,hard rock,Period Pieces Vol. 2: Adla Hannon-1960's,0.8284023669,25,83,35
Ado,Aishite Aishite Aishite,anger,hard rock,Ado's Utattemita Album,0.4970414201,88,23,57
Ado,Us,joy,indie,Kyougen,0.8698224852,98,0,53
Adolescents,I Hate Children,anger,hard rock,Adolescents,0.6923076923,94,0,31
Adolescents,Democracy,anger,hard rock,Adolescents,0.4378698225,74,1,64
Adorable,Sunshine Smile,joy,indie,Forgotten 90's Alternative,0.5384615385,71,0,18
Adorable,Homeboy,joy,indie,Against Perfection,0.5029585799,66,1,56
Adrian,9Am in Calabasas,anger,hard rock,9am in Calabasas,0.6213017751,37,1,68
Adrian Gurvitz,Classic,sadness,rock,Classic (Remastered),0.8461538462,36,55,53
Adrian Hood,Brown Eyed Blues,love,indie,Tyler Perry's Daddy's Little Girls - Music Inspired By The Film,0.8106508876,26,82,39
Adrian Hood,Brown Girl Blues,anger,hard rock,Tyler Perry's Daddy's Little Girls - Music Inspired By The Film,0.8106508876,26,82,39
Adrian Hood,Daddy's Little Girl,anger,hard rock,Tyler Perry's Daddy's Little Girls - Music Inspired By The Film,0.8106508876,26,82,39
Aerosmith,Sweet Emotion,anger,hard rock,Toys In The Attic,0.4023668639,76,0,38
Aerosmith,Back in the Saddle,anger,hard rock,Rocks,0.5384615385,96,2,42
Aerosmith,Adams Apple,anger,hard rock,Toys In The Attic,0.5384615385,88,0,53
Aerosmith,One Way Street,anger,hard rock,Aerosmith,0.5857988166,83,3,46
Aerosmith,Combination,anger,hard rock,Rocks,0.5266272189,96,1,45
Aerosmith,Round and Round,anger,hard rock,Toys In The Attic,0.6568047337,62,3,35
Aerosmith,No Surprize,anger,hard rock,Night In The Ruts,0.6390532544,93,0,49
Aerosmith,Lightning Strikes,anger,hard rock,Rock In A Hard Place,0.6923076923,89,2,50
Aerosmith,Jailbait,anger,hard rock,Rock In A Hard Place,0.4378698225,97,1,39
Aerosmith,Somethings Gotta Give,anger,hard rock,Nine Lives,0.8284023669,98,1,32
